Make,Model,Year,Mileage,ImportHistory,FuelEconomy
mitsubishi,outlander,2015,"51,242km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"61,799km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"20,383km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"77,961km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"95,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"93,000km",Imported,"1998cc, Automatic"
mitsubishi,outlander,2015,"125,311km",N/A,"1990cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"130,366km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"78,074km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"84,283km",N/A,"1990cc, Automatic"
mitsubishi,outlander,2015,"63,061km",N/A,"1990cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"58,833km",N/A,"1998cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"91,203km",Imported,"1998cc, Plug-in hybrid"
mitsubishi,outlander,2015,"94,351km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"59,585km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"94,331km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"139,470km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"68,874km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"14,300km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"74,132km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2015,"82,415km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"77,540km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"55,665km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"27,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"41,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"48,391km",N/A,"2000cc, Automatic"
mitsubishi,outlander,2015,"77,570km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"110,189km",N/A,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2015,"114,200km",Imported,"2000cc, Petrol, Automatic"
mercedes-benz,s-400,2015,"39,806km",Imported,"3498cc, Hybrid, Automatic"
mercedes-benz,c-250,2015,"68,041km",Imported,"2000cc, Petrol, Automatic"
mercedes-benz,c-220,2015,"75,000km",Imported,"2140cc, Diesel, Automatic"
lexus,rc-300,2015,"48,000km",N/A,"2493cc, Petrol, Automatic"
jaguar,xf,2015,"68,280km",Imported,"2000cc, Petrol, Automatic"
hyundai,santa-fe,2015,"131,000km",New Zealand New,"2199cc, Diesel, Automatic"
holden,colorado,2015,"215,000km",New Zealand New,"2776cc, Diesel, Automatic"
bmw,x5,2015,"80,000km",N/A,"2000cc, Hybrid, Automatic"
bmw,m235i,2015,"50,776km",Imported,"3000cc, Petrol, Automatic"
bmw,i8,2015,"45,000km",N/A,"1499cc, Hybrid, Automatic"
audi,a4,2015,"51,329km",Imported,"2000cc, Petrol, Automatic"
audi,a3,2015,"64,700km",N/A,"1400cc, Hybrid, Automatic"
audi,a3,2015,"66,000km",N/A,"1400cc, Plug-in hybrid, Automatic"
volkswagen,passat,2014,"37,680km",Imported,"1400cc, Petrol, Automatic"
toyota,prius,2014,"47,100km",Imported,"1797cc, Plug-in hybrid, Automatic"
toyota,prius,2014,"127,860km",N/A,"1800cc, Automatic"
toyota,prius,2014,"33,501km",N/A,"1800cc, Plug-in hybrid, Automatic"
toyota,harrier,2014,"108,114km",Imported,"2493cc, Hybrid, Automatic"
mitsubishi,outlander,2014,N/A,Imported,N/A
mitsubishi,outlander,2014,"87,104km",N/A,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"124,200km",Imported,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"31,425km",N/A,"2000cc, Petrol, Automatic"
mitsubishi,outlander,2014,"77,595km",Imported,"2000cc, Plug-in hybrid"
mitsubishi,outlander,2014,"69,087km",Imported,"2000cc, Plug-in hybrid"
mitsubishi,outlander,2014,"92,000km",Imported,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"95,801km",N/A,"2000cc, Petrol, Automatic"
mitsubishi,outlander,2014,"57,000km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"87,000km",Imported,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"115,898km",Imported,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"67,000km",N/A,"2000cc, Automatic"
mitsubishi,outlander,2014,"31,000km",Imported,"1990cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"109,000km",Imported,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"102,938km",N/A,"2000cc, Petrol, Automatic"
mitsubishi,outlander,2014,"91,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"27,532km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"74,196km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"115,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"92,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"86,631km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"54,658km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"102,980km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"40,300km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"56,677km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"94,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"64,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"93,576km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"133,777km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"110,462km",Imported,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"96,800km",N/A,"Electric, Automatic"
mitsubishi,outlander,2014,"103,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"51,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"117,097km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"89,561km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"97,735km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"94,000km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"134,555km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"45,645km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"38,470km",Imported,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"120,507km",Imported,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"78,148km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"107,698km",Imported,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"45,552km",Imported,"2000cc, Automatic"
mitsubishi,outlander,2014,"77,000km",Imported,"2000cc, Petrol, Automatic"
mitsubishi,outlander,2014,"173,707km",N/A,"1998cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"118,491km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"65,830km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"84,987km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"72,730km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"91,232km",N/A,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"112,291km",N/A,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"57,000km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"95,953km",N/A,"Electric, Manual"
mitsubishi,outlander,2014,"44,665km",Imported,"2000cc, Automatic"
mitsubishi,outlander,2014,"51,391km",Imported,"2000cc, Automatic"
mitsubishi,outlander,2014,"49,835km",Imported,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"58,292km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"195,000km",New Zealand New,"1998cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"114,200km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"145,500km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"31,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"146,500km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"150,800km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"138,942km",Imported,"1998cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"84,000km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"78,837km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"103,000km",Imported,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"109,000km",Imported,"1998cc, Petrol, Automatic"
mitsubishi,outlander,2014,"87,450km",N/A,"1998cc, Plug-In Hybrid, Automatic"
mitsubishi,outlander,2014,"55,100km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"92,207km",N/A,"2000cc, Plug-in hybrid, Automatic"
mitsubishi,outlander,2014,"63,240km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"64,917km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"69,906km",N/A,"2000cc, Hybrid, Automatic"
mitsubishi,outlander,2014,"53,775km",N/A,"2000cc, Hybrid, Automatic"
